Germany,DEU,5.32,6.32,7.68,8.73,8.16,8.82,9.86,9.79,8.86,7.92,7.77,8.48,9.78,10.73,11.17,10.25,8.66,7.52,7.74,6.97,5.82,5.38,5.23,4.98,4.62,4.12,3.75,3.38,3.14,3.81,3.54
France,FRA,9.13,10.21,11.32,12.59,11.84,12.37,12.57,12.07,11.98,10.22,8.61,8.7,8.31,8.91,8.49,8.45,7.66,7.06,8.74,8.87,8.81,9.4,9.92,10.29,10.35,10.05,9.41,9.02,8.41,8.01,8.06
